4.278062880039215088e-01,4.030768871307373047e-01,4.525356888771057129e-01,4.324882328510284424e-01
4.386054873466491699e-01,4.138760864734649658e-01,4.633348882198333740e-01,4.429991841316223145e-01
4.500034153461456299e-01,4.252691864967346191e-01,4.747376441955566406e-01,4.541202187538146973e-01
4.620261490345001221e-01,4.372919201850891113e-01,4.867603778839111328e-01,4.658703804016113281e-01
4.746716618537902832e-01,4.499422609806060791e-01,4.994010627269744873e-01,4.782681167125701904e-01
4.879503846168518066e-01,4.631920754909515381e-01,5.127087235450744629e-01,4.913308918476104736e-01
5.019012093544006348e-01,4.771236479282379150e-01,5.266788005828857422e-01,5.050750374794006348e-01
5.165057778358459473e-01,4.917041659355163574e-01,5.413073897361755371e-01,5.195155143737792969e-01
5.317887067794799805e-01,5.069390535354614258e-01,5.566383600234985352e-01,5.346657037734985352e-01
5.477666258811950684e-01,5.228834152221679688e-01,5.726498365402221680e-01,5.505371093750000000e-01
5.644404888153076172e-01,5.394951105117797852e-01,5.893858671188354492e-01,5.671391487121582031e-01
5.818274021148681641e-01,5.568199753761291504e-01,6.068348288536071777e-01,5.844787955284118652e-01
5.999228358268737793e-01,5.748392343521118164e-01,6.250064373016357422e-01,6.025602221488952637e-01
6.187221407890319824e-01,5.935484170913696289e-01,6.438958644866943359e-01,6.213847398757934570e-01
6.382597088813781738e-01,6.129773259162902832e-01,6.635420918464660645e-01,6.409501433372497559e-01
6.585133671760559082e-01,6.331509351730346680e-01,6.838757991790771484e-01,6.612507700920104980e-01
6.794752478599548340e-01,6.540002822875976562e-01,7.049502134323120117e-01,6.822767853736877441e-01
7.011438608169555664e-01,6.755800843238830566e-01,7.267076373100280762e-01,7.040141224861145020e-01
7.235217690467834473e-01,6.978603005409240723e-01,7.491832375526428223e-01,7.264441847801208496e-01
7.465863823890686035e-01,7.208414077758789062e-01,7.723313570022583008e-01,7.495434284210205078e-01
7.703032493591308594e-01,7.444796562194824219e-01,7.961268424987792969e-01,7.732830643653869629e-01
7.946742177009582520e-01,7.687907218933105469e-01,8.205577135086059570e-01,7.976290583610534668e-01
8.196489810943603516e-01,7.937286496162414551e-01,8.455693125724792480e-01,8.225415945053100586e-01
8.452043533325195312e-01,8.192426562309265137e-01,8.711660504341125488e-01,8.479751944541931152e-01
8.712942600250244141e-01,8.453142046928405762e-01,8.972743153572082520e-01,8.738785386085510254e-01
8.978571891784667969e-01,8.718771338462829590e-01,9.238372445106506348e-01,9.001944065093994141e-01
9.248554706573486328e-01,8.988570570945739746e-01,9.508538842201232910e-01,9.268596172332763672e-01
9.522236585617065430e-01,9.262481927871704102e-01,9.781991243362426758e-01,9.538053274154663086e-01
9.798811674118041992e-01,9.539240598678588867e-01,1.005838274955749512e+00,9.809570908546447754e-01
1.007752060890197754e+00,9.817811846733093262e-01,1.033722877502441406e+00,1.008235096931457520e+00
