-9.643212705850601196e-02,-1.868497729301452637e-01,-6.014481186866760254e-03,4.325416684150695801e-01
-5.278157442808151245e-02,-1.444672644138336182e-01,3.890412300825119019e-02,4.430589079856872559e-01
-3.013072162866592407e-02,-1.232019737362861633e-01,6.294053047895431519e-02,4.541865587234497070e-01
2.544255927205085754e-02,-6.860153377056121826e-02,1.194866597652435303e-01,4.659437239170074463e-01
1.413171291351318359e-01,4.609556496143341064e-02,2.365386933088302612e-01,4.783488512039184570e-01
1.852674782276153564e-01,8.850272744894027710e-02,2.820322215557098389e-01,4.914194047451019287e-01
2.168491929769515991e-01,1.191976591944694519e-01,3.145007193088531494e-01,5.051717162132263184e-01
2.540491819381713867e-01,1.558818221092224121e-01,3.522165417671203613e-01,5.196207761764526367e-01
2.876852750778198242e-01,1.893070042133331299e-01,3.860635459423065186e-01,5.347800254821777344e-01
3.110628128051757812e-01,2.134184986352920532e-01,4.087071418762207031e-01,5.506609082221984863e-01
3.566630482673645020e-01,2.599422931671142578e-01,4.533838033676147461e-01,5.672728419303894043e-01
4.124849736690521240e-01,3.164026737213134766e-01,5.085672736167907715e-01,5.846228003501892090e-01
4.712147414684295654e-01,3.754448294639587402e-01,5.669846534729003906e-01,6.027150154113769531e-01
4.850372970104217529e-01,3.904120028018951416e-01,5.796625614166259766e-01,6.215506792068481445e-01
4.314517080783843994e-01,3.379300236701965332e-01,5.249733924865722656e-01,6.411277651786804199e-01
4.139370918273925781e-01,3.211335837841033936e-01,5.067405700683593750e-01,6.614404916763305664e-01
3.925614655017852783e-01,3.004897236824035645e-01,4.846332073211669922e-01,6.824790239334106445e-01
3.357692956924438477e-01,2.438214421272277832e-01,4.277171492576599121e-01,7.042293548583984375e-01
3.451922535896301270e-01,2.538130879402160645e-01,4.365714192390441895e-01,7.266727685928344727e-01
3.581170439720153809e-01,2.672931551933288574e-01,4.489409327507019043e-01,7.497857213020324707e-01
3.477395474910736084e-01,2.571313381195068359e-01,4.383477568626403809e-01,7.735395431518554688e-01
3.343456089496612549e-01,2.436810582876205444e-01,4.250101447105407715e-01,7.979000210762023926e-01
3.136619627475738525e-01,2.231144607067108154e-01,4.042094647884368896e-01,8.228273987770080566e-01
3.083901703357696533e-01,2.180081158876419067e-01,3.987722396850585938e-01,8.482761383056640625e-01
2.976906299591064453e-01,2.075743973255157471e-01,3.878068625926971436e-01,8.741949200630187988e-01
3.010138571262359619e-01,2.114855051040649414e-01,3.905422091484069824e-01,9.005264639854431152e-01
3.070359826087951660e-01,2.179796993732452393e-01,3.960922658443450928e-01,9.272075891494750977e-01
3.335846364498138428e-01,2.450287640094757080e-01,4.221405088901519775e-01,9.541693329811096191e-01
3.787339627742767334e-01,2.904706001281738281e-01,4.669973254203796387e-01,9.813373088836669922e-01
4.574432969093322754e-01,3.697571158409118652e-01,5.451294779777526855e-01,1.008631467819213867e+00
5.419000983238220215e-01,4.542096257209777832e-01,6.295905709266662598e-01,1.035967111587524414e+00
6.416271328926086426e-01,5.531759262084960938e-01,7.300783395767211914e-01,1.063254356384277344e+00
7.718356251716613770e-01,6.819629669189453125e-01,8.617082834243774414e-01,1.090399384498596191e+00
9.114788770675659180e-01,8.193664550781250000e-01,1.003591299057006836e+00,1.117304205894470215e+00
1.063954472541809082e+00,9.691863059997558594e-01,1.158722639083862305e+00,1.143867135047912598e+00
1.220635056495666504e+00,1.123121619224548340e+00,1.318148493766784668e+00,1.169982910156250000e+00
1.365188002586364746e+00,1.264104127883911133e+00,1.466271877288818359e+00,1.195543050765991211e+00
1.415261507034301758e+00,1.311200618743896484e+00,1.519322395324707031e+00,1.220435261726379395e+00
1.432790160179138184e+00,1.327287197113037109e+00,1.538293123245239258e+00,1.244542956352233887e+00
1.395348906517028809e+00,1.287915587425231934e+00,1.502782225608825684e+00,1.267744302749633789e+00
1.336154699325561523e+00,1.227626204490661621e+00,1.444683194160461426e+00,1.289911270141601562e+00
1.213584303855895996e+00,1.106318116188049316e+00,1.320850491523742676e+00,1.310906767845153809e+00
1.101007342338562012e+00,9.972205758094787598e-01,1.204794168472290039e+00,1.330582380294799805e+00
9.179415106773376465e-01,8.173641562461853027e-01,1.018518924713134766e+00,1.348774671554565430e+00
5.794986486434936523e-01,4.803636372089385986e-01,6.786336302757263184e-01,1.365300655364990234e+00
3.056836128234863281e-01,2.059730440378189087e-01,4.053941965103149414e-01,1.379952907562255859e+00
1.372011452913284302e-01,3.539311885833740234e-02,2.390091717243194580e-01,1.392492771148681641e+00
5.752480775117874146e-02,-4.716703295707702637e-02,1.622166484594345093e-01,1.402643799781799316e+00
6.014474481344223022e-02,-4.911476373672485352e-02,1.694042533636093140e-01,1.410084128379821777e+00
1.234081313014030457e-01,1.050695776939392090e-02,2.363093048334121704e-01,1.414438247680664062e+00
1.916155219078063965e-01,7.587298005819320679e-02,3.073580563068389893e-01,1.415269255638122559e+00
2.622736096382141113e-01,1.443941295146942139e-01,3.801530897617340088e-01,1.412071466445922852e+00
